,Source,Target,Weight,Title
7371,837,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7372,3956,837,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7373,5882,837,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7374,6107,837,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7375,837,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7376,1238,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7377,1246,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7378,1307,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7379,974,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7380,1582,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7381,1930,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7382,2150,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7383,2166,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7384,2472,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7385,2558,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7386,2971,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7387,3334,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7388,3956,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7389,5882,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7390,6107,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7391,15005,974,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7392,1246,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7393,1307,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7394,1238,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7395,1582,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7396,1930,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7397,2150,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7398,2166,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7399,2472,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7400,2558,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7401,2971,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7402,3334,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7403,3956,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7404,5882,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7405,6107,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7406,15005,1238,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7407,1307,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7408,1246,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7409,1582,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7410,1930,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7411,2150,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7412,2166,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7413,2472,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7414,2558,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7415,2971,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7416,3334,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7417,3956,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7418,5882,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7419,6107,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7420,15005,1246,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7421,1307,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7422,1307,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7423,1930,1307,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7424,1307,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7425,1307,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7426,2472,1307,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7427,1307,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7428,1307,2971,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7429,1307,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7430,1307,3956,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7431,5882,1307,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7432,1307,6107,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7433,1307,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7434,1582,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7435,1930,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7436,2150,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7437,2166,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7438,2472,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7439,2558,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7440,2971,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7441,3334,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7442,3956,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7443,5882,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7444,6107,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7445,15005,1471,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7446,1930,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7447,2150,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7448,2166,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7449,2472,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7450,2558,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7451,2971,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7452,3334,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7453,3956,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7454,5882,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7455,6107,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7456,15005,1582,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7457,1930,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7458,1930,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7459,2472,1930,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7460,1930,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7461,1930,2971,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7462,1930,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7463,1930,3956,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7464,1930,5882,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7465,1930,6107,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7466,1930,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7467,2166,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7468,2472,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7469,2558,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7470,2971,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7471,3334,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7472,3956,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7473,5882,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7474,6107,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7475,15005,2150,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7476,2472,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7477,2558,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7478,2971,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7479,3334,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7480,3956,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7481,5882,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7482,6107,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7483,15005,2166,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7484,2472,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7485,2472,2971,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7486,2472,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7487,2472,3956,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7488,2472,5882,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7489,2472,6107,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7490,2472,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7491,2971,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7492,3334,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7493,3956,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7494,5882,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7495,6107,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7496,15005,2558,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7497,2971,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7498,2971,3956,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7499,5882,2971,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7500,2971,6107,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7501,2971,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7502,3956,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7503,5882,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7504,6107,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7505,15005,3334,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7506,5882,3956,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7507,6107,3956,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7508,3956,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7509,5882,6107,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7510,5882,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7511,6107,15005,649,"L'AVANGUARDIA INTERNAZIONALE, Volume 1/ L'AVANT-GARDE INTERNATIONALE, Volume 1/THE INTERNATIONAL AVANT-GARDE, Volume 1"
7512,107,374,913,"L'AVANGUARDIA INTERNAZIONALE, Volume 2/L'AVANT-GARDE INTERNATIONALE, Volume 2/THE INTERNATIONAL AVANT-GARDE, Volume 2"
7513,1601,107,913,"L'AVANGUARDIA INTERNAZIONALE, Volume 2/L'AVANT-GARDE INTERNATIONALE, Volume 2/THE INTERNATIONAL AVANT-GARDE, Volume 2"
7514,107,2508,913,"L'AVANGUARDIA INTERNAZIONALE, Volume 2/L'AVANT-GARDE INTERNATIONALE, Volume 2/THE INTERNATIONAL AVANT-GARDE, Volume 2"
7515,107,2663,913,"L'AVANGUARDIA INTERNAZIONALE, Volume 2/L'AVANT-GARDE INTERNATIONALE, Volume 2/THE INTERNATIONAL AVANT-GARDE, Volume 2"
7516,107,2805,913,"L'AVANGUARDIA INTERNAZIONALE, Volume 2/L'AVANT-GARDE INTERNATIONALE, Volume 2/THE INTERNATIONAL AVANT-GARDE, Volume 2"
